slug,name_zh,name_en,gender,birth_date,birth_date_precision,birth_date_text,death_date,status,birthplace,current_location,father_slug,mother_slug,intro,tags,is_featured,primary_source_ids,evidence_status,review_status,notes
a-bao,阿宝,A Bao,unknown,2010-11-03,day,November 3 2010,,alive,"Zoo Atlanta","Chengdu Research Base of Giant Panda Breeding, China",yang-yang,lun-lun,"Zoo Atlanta-born cub originally known as Po and now known as A Bao.","zoo-atlanta;returned-to-china;alias-po",false,src_zooatlanta_lun_lun;src_zooatlanta_yang_yang;src_zooatlanta_departure_twins,partial,draft,"Gender needs primary confirmation because reviewed official snippets are inconsistent or incomplete."
mei-lun,美轮,Mei Lun,female,2013-07-15,day,July 15 2013,,alive,"Zoo Atlanta","Chengdu Research Base of Giant Panda Breeding, China",yang-yang,lun-lun,"One of the 2013 Zoo Atlanta twins born to Lun Lun and Yang Yang.","zoo-atlanta;returned-to-china;twin",false,src_zooatlanta_lun_lun;src_zooatlanta_yang_yang;src_zooatlanta_departure_twins,verified,draft,""
mei-huan,美奂,Mei Huan,female,2013-07-15,day,July 15 2013,,alive,"Zoo Atlanta","Chengdu Research Base of Giant Panda Breeding, China",yang-yang,lun-lun,"One of the 2013 Zoo Atlanta twins born to Lun Lun and Yang Yang.","zoo-atlanta;returned-to-china;twin",false,src_zooatlanta_lun_lun;src_zooatlanta_yang_yang;src_zooatlanta_departure_twins,verified,draft,""
ya-lun,雅伦,Ya Lun,female,2016-09-03,day,September 3 2016,,alive,"Zoo Atlanta","Chengdu Research Base of Giant Panda Breeding, China",yang-yang,lun-lun,"One of the 2016 Zoo Atlanta twin girls born to Lun Lun and Yang Yang.","zoo-atlanta;returned-to-china;twin",false,src_zooatlanta_cubs_birth;src_zooatlanta_twins_names;src_zooatlanta_lun_lun;src_zooatlanta_yang_yang,verified,draft,""
xi-lun,喜伦,Xi Lun,female,2016-09-03,day,September 3 2016,,alive,"Zoo Atlanta","Chengdu Research Base of Giant Panda Breeding, China",yang-yang,lun-lun,"One of the 2016 Zoo Atlanta twin girls born to Lun Lun and Yang Yang.","zoo-atlanta;returned-to-china;twin",false,src_zooatlanta_cubs_birth;src_zooatlanta_twins_names;src_zooatlanta_lun_lun;src_zooatlanta_yang_yang,verified,draft,""
ping-ping,,Ping Ping,male,2020-03-17,day,March 17 2020,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Expected Zoo Atlanta arrival",,,"Male panda named in Zoo Atlanta's 2026 expected-arrival announcement.","zoo-atlanta;candidate-current-us",false,src_zooatlanta_2026_pair;src_zooatlanta_2026_faq,partial,draft,"Chinese characters and arrival date need official confirmation."
fu-shuang,福双,Fu Shuang,female,2020-10-18,day,October 18 2020,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Expected Zoo Atlanta arrival",,,"Female panda named in Zoo Atlanta's 2026 expected-arrival announcement; later profile context identifies her as elder sister of Fu Wan and Fu Ru.","zoo-atlanta;candidate-current-us;chengdu-family",false,src_zooatlanta_2026_pair;src_zooatlanta_2026_faq;src_gmw_chengdu_2022_cub_names,partial,draft,"Chinese characters and arrival date need official confirmation; sibling context still needs direct holder profile."
fu-bao,福宝,Fu Bao,female,2020-07-20,day,July 20 2020,,alive,"Everland Panda World, Yongin, Republic of Korea","Shenshuping giant panda base, Wolong National Nature Reserve, Sichuan",le-bao,ai-bao,"First giant panda born in the Republic of Korea and returned to China in 2024.","everland;returned-to-china;current-china",true,src_everland_fubao_first_birthday;src_china_gov_fubao_public,verified,draft,""
ai-bao,爱宝,Ai Bao,female,2013-07-13,day,July 13 2013,,alive,China,"Everland Panda World, Yongin, Republic of Korea",,,"Mother of Fu Bao and the 2023 Everland twin girls; GPG global index also lists the Hua Ni alias.","everland;lineage-anchor;alias-hua-ni;gpg-index",false,src_everland_twins_birth;src_gpg_meet_world_page_12,partial,draft,"Exact birth date and birthplace rely on secondary GPG until direct Everland/studbook confirmation."
le-bao,乐宝,Le Bao,male,,year_text,2012,,alive,China,"Everland Panda World, Yongin, Republic of Korea",,,"Father of Fu Bao and the 2023 Everland twin girls.","everland;lineage-anchor",false,src_everland_twins_birth,partial,draft,"Exact birth date and birthplace need primary confirmation."
lui-bao,睿宝,Lui Bao,female,2023-07-07,day,July 7 2023,,alive,"Everland Panda World, Yongin, Republic of Korea","Everland Panda World, Yongin, Republic of Korea",le-bao,ai-bao,"One of the first giant panda twin girls born in the Republic of Korea.","everland;twin",false,src_everland_twins_birth;src_everland_twins_named,verified,draft,"Official English transliteration from Samsung C&T is Lui Bao."
hui-bao,辉宝,Hui Bao,female,2023-07-07,day,July 7 2023,,alive,"Everland Panda World, Yongin, Republic of Korea","Everland Panda World, Yongin, Republic of Korea",le-bao,ai-bao,"One of the first giant panda twin girls born in the Republic of Korea.","everland;twin",false,src_everland_twins_birth;src_everland_twins_named,verified,draft,""
ying-ying,盈盈,Ying Ying,female,2005-08-16,day,Aug. 16 2005,,alive,China,"Ocean Park Hong Kong",,,"Ocean Park female and mother of Hong Kong-born twins Jia Jia and De De.","ocean-park;lineage-anchor",false,src_oceanpark_twins_birth;src_oceanpark_birthday_2025,verified,draft,"Birth date inferred from official source: twins born 2024-08-15 one day before her 19th birthday; cross-check before approval."
le-le-hk,乐乐,Le Le,male,2005-08-08,day,Aug. 8 2005,,alive,China,"Ocean Park Hong Kong",,,"Ocean Park male and father of Hong Kong-born twins Jia Jia and De De.","ocean-park;lineage-anchor",false,src_oceanpark_birthday_2025,verified,draft,"Use le-le-hk slug to avoid collision with other pandas named Le Le."
jia-jia-hk,加加,Jia Jia,female,2024-08-15,day,15 August 2024,,alive,"Ocean Park Hong Kong","Ocean Park Hong Kong",le-le-hk,ying-ying,"Hong Kong-born female twin cub of Ying Ying and Le Le.","ocean-park;twin;hong-kong-born",true,src_oceanpark_twins_birth;src_oceanpark_twins_named,verified,draft,""
de-de,得得,De De,male,2024-08-15,day,15 August 2024,,alive,"Ocean Park Hong Kong","Ocean Park Hong Kong",le-le-hk,ying-ying,"Hong Kong-born male twin cub of Ying Ying and Le Le.","ocean-park;twin;hong-kong-born",true,src_oceanpark_twins_birth;src_oceanpark_twins_named,verified,draft,""
an-an-hk-2024,安安,An An,male,2019-06-28,day,June 28 2019,,alive,China,"Ocean Park Hong Kong",,,"Male panda gifted to Hong Kong and named An An.","ocean-park;current-hong-kong;gpg-index",false,src_oceanpark_ananke_arrival;src_oceanpark_ananke_names;src_gpg_meet_world_page_16,partial,draft,"Birth date comes from secondary GPG index; birthplace still needs primary confirmation."
ke-ke,可可,Ke Ke,female,2019-06-26,day,June 26 2019,,alive,China,"Ocean Park Hong Kong",,,"Female panda gifted to Hong Kong and named Ke Ke.","ocean-park;current-hong-kong;gpg-index",false,src_oceanpark_ananke_arrival;src_oceanpark_ananke_names;src_gpg_meet_world_page_16,partial,draft,"Exact birth date comes from secondary GPG index; birthplace and direct official profile still need confirmation."
tian-bao,天宝,Tian Bao,male,2016-06-02,day,June 2 2016,,alive,"Pairi Daiza, Belgium","CCRCGP Mianyang Base, Mianyang, Sichuan Province, China",xing-hui,hao-hao,"First giant panda born in Belgium; returned to China in 2024 and later listed at CCRCGP Mianyang Base in secondary discovery indexes.","belgium;returned-to-china;ccrcgp-mianyang-base;ccrcgp-yaan-base;gpg-index",false,src_china_gov_belgium_return;src_pairi_tianbao_birthday;src_pairi_twins_named;src_gpg_ccrcgp_mianyang_profiles;src_gpg_yaan_base_previous_page_7,partial,draft,"Return to China is official-source-backed; Mianyang current-location needs primary holder or transfer confirmation."
bao-di,宝弟,Bao Di,male,2019-08-08,day,August 8 2019,,alive,"Pairi Daiza, Belgium","Wenzhou Zoo, Wenzhou, Zhejiang Province, China",xing-hui,hao-hao,"Belgium-born male twin returned to China in 2024 and later listed at Wenzhou Zoo in a secondary discovery index.","belgium;returned-to-china;wenzhou-zoo;twin;gpg-index",false,src_china_gov_belgium_return;src_pairi_twins_named;src_gpg_wenzhou_profiles,partial,draft,"Return to China is official-source-backed; Wenzhou current-location needs primary holder or transfer confirmation."
bao-mei,宝妹,Bao Mei,female,2019-08-08,day,August 8 2019,,alive,"Pairi Daiza, Belgium","Wenzhou Zoo, Wenzhou, Zhejiang Province, China",xing-hui,hao-hao,"Belgium-born female twin returned to China in 2024 and later listed at Wenzhou Zoo in a secondary discovery index.","belgium;returned-to-china;wenzhou-zoo;twin;gpg-index",false,src_china_gov_belgium_return;src_pairi_twins_named;src_gpg_wenzhou_profiles,partial,draft,"Return to China is official-source-backed; Wenzhou current-location needs primary holder or transfer confirmation."
cheng-gong,成功,Cheng Gong,female,,unknown,,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"Chengdu Panda Base female captured as mother of He Hua and He Ye.","chengdu;lineage-placeholder",false,src_maigoo_hehua_profile,needs_primary_source,draft,"Secondary discovery row; needs official holder or studbook source."
he-hua,和花,He Hua,female,2020-07-04,day,2020年7月4日,,alive,"Chengdu Research Base of Giant Panda Breeding","Chengdu Research Base of Giant Panda Breeding",mei-lan,cheng-gong,"Popular Chengdu panda also known as Hua Hua.","chengdu;popular-profile",true,src_xinhua_hehua_birthday;src_chinadaily_hehua_birthday;src_chengdu_base_about;src_maigoo_hehua_profile,partial,draft,"Birth date confirmed by official-media birthday reports; parent links still need official holder or studbook confirmation."
he-ye,和叶,He Ye,female,2020-07-04,day,2020年7月4日,,alive,"Chengdu Research Base of Giant Panda Breeding","Chengdu Research Base of Giant Panda Breeding",mei-lan,cheng-gong,"Twin sibling of He Hua, later reported as female after biological sample identification.","chengdu;twin;popular-profile",false,src_xinhua_hehua_birthday;src_chinadaily_hehua_birthday;src_chengdu_base_about;src_chinanews_heye_sex;src_maigoo_hehua_profile,partial,draft,"Sex update and parent links still need Chengdu Base written profile or studbook confirmation before approval."
fu-lu,福禄,Fu Lu,female,2013-08-08,day,August 8 2013,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"Chengdu Panda Base female captured as mother of Fu Wan and Fu Ru and listed in GPG global living index.","chengdu;lineage-placeholder;gpg-index",false,src_gmw_chengdu_2022_cub_names;src_gpg_meet_world_page_12,needs_primary_source,draft,"Parent context from reposted profile/news context; exact birth date/current holder from secondary GPG; needs official holder profile or studbook before approval."
huan-cai,奂彩,Huan Cai,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Sunshine Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Exact birthday, sex, and parentage not yet captured."
bei-chen,北辰,Bei Chen,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Sunshine Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Exact birthday, sex, and parentage not yet captured."
jia-xin-chengdu,家欣,Jia Xin,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Sunshine Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Slug has Chengdu suffix to avoid future collision; exact birthday, sex, and parentage not yet captured."
ai-lin,艾琳,Ai Lin,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Sunshine Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Exact birthday, sex, and parentage not yet captured."
ai-si,艾斯,Ai Si,male,2022-07-13,day,July 13 2022,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Sunshine Delivery House debut group.","chengdu;2022-class;locally-born;gpg-index",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names;src_gpg_meet_world_page_25,partial,draft,"Exact birthday and sex come from secondary GPG index; parentage still needs direct holder profile or studbook source."
wen-jing-chengdu,文静,Wen Jing,female,2022-07-19,day,July 19 2022,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Sunshine Delivery House debut group.","chengdu;2022-class;locally-born;gpg-index",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names;src_gpg_meet_world_page_25,partial,draft,"Slug has Chengdu suffix to avoid future collision; exact birthday and sex come from secondary GPG index."
chao-chao-chengdu,吵吵,Chao Chao,unknown,2022-07-14,day,July 14 2022,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Moonlight Delivery House debut group.","chengdu;2022-class;locally-born;gpg-index",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names;src_gpg_meet_world_page_25,partial,draft,"Slug has Chengdu suffix to avoid future collision; exact birthday comes from secondary GPG index; sex and parentage not yet captured."
nao-nao,闹闹,Nao Nao,unknown,2022-07-14,day,July 14 2022,,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Moonlight Delivery House debut group.","chengdu;2022-class;locally-born;gpg-index",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names;src_gpg_meet_world_page_25,partial,draft,"Exact birthday comes from secondary GPG index; sex and parentage not yet captured."
ke-nian,科念,Ke Nian,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Moonlight Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Exact birthday, sex, and parentage not yet captured."
zheng-yu,徵羽,Zheng Yu,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Moonlight Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Official English page romanizes this as Zheng Yu; exact birthday, sex, and parentage not yet captured."
bei-xia,北侠,Bei Xia,unknown,,year_text,"2022 class Chengdu Base cub",,alive,"Chengdu Research Base of Giant Panda Breeding, China","Chengdu Research Base of Giant Panda Breeding, China",,,"One of the Chengdu Panda Base 2022-class cubs shown in the Moonlight Delivery House debut group.","chengdu;2022-class;locally-born",false,src_chengdu_2022_cubs_debut;src_gmw_chengdu_2022_cub_names,partial,draft,"Exact birthday, sex, and parentage not yet captured."
